game,source,source_url,draw_number,draw_date,draw_day,main_draw_label,jackpot_amount,main_1,main_2,main_3,main_4,main_5,main_6,bonus_number,extra_number,secondary_numbers,secondary_ball_result
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3830,3830,2020-10-03,Saturday,MAIN DRAW,5000000.00,12,22,24,37,39,43,16,1143377,55175983-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3831,3831,2020-10-07,Wednesday,MAIN DRAW,6000000.00,4,5,12,13,18,19,34,4102879,50805743-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3832,3832,2020-10-10,Saturday,MAIN DRAW,5000000.00,6,23,24,29,36,38,25,2082281,57425533-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3833,3833,2020-10-14,Wednesday,MAIN DRAW,6000000.00,10,18,20,38,39,44,40,5253740,65314788-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3834,3834,2020-10-17,Saturday,MAIN DRAW,8289408.10,7,8,9,24,25,34,14,4761609,18118424-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3835,3835,2020-10-21,Wednesday,MAIN DRAW,11225628.30,26,28,32,37,40,47,10,1017058,40508238-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3836,3836,2020-10-24,Saturday,MAIN DRAW,14250815.80,4,9,17,20,26,31,34,2180115,41253347-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3837,3837,2020-10-28,Wednesday,MAIN DRAW,5000000.00,2,3,16,25,34,46,49,2486495,31549785-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3838,3838,2020-10-31,Saturday,MAIN DRAW,6000000.00,5,8,18,22,41,48,23,3692766,43692716-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3839,3839,2020-11-04,Wednesday,MAIN DRAW,5000000.00,2,9,13,18,40,46,34,4587700,34582641-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3840,3840,2020-11-07,Saturday,MAIN DRAW,6000000.00,1,16,19,24,26,47,29,4643034,92649410-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3841,3841,2020-11-11,Wednesday,MAIN DRAW,8158839.50,6,14,18,23,31,47,44,4897464,68228878-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3842,3842,2020-11-14,Saturday,MAIN DRAW,11338665.40,1,2,13,30,35,38,45,3823394,80023893-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3843,3843,2020-11-18,Wednesday,MAIN DRAW,14061516.10,7,14,21,28,30,32,22,2738254,48775151-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3844,3844,2020-11-21,Saturday,MAIN DRAW,5000000.00,16,19,21,34,37,47,25,4829864,49565778-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3845,3845,2020-11-25,Wednesday,MAIN DRAW,6000000.00,13,14,31,33,37,46,40,6027778,01658255-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3846,3846,2020-11-28,Saturday,MAIN DRAW,8907734.80,3,4,16,23,26,44,18,6097188,24915289-01;01814415-01;02012512-01;02169397-01;02210038-05;24173981-03;50245153-01;51721683-01;51821121-01;51841158-06;51913972-01;52082507-01;52112444-01;52152786-01;52223219-01;52291840-02;52310850-04;52463401-01;62680395-03;62681647-01;68552908-01;73194426-01;76550840-04;78055907-01;82729698-01;83896154-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3847,3847,2020-12-02,Wednesday,MAIN DRAW,11906397.70,22,24,28,41,47,49,21,6172753,53002032-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3848,3848,2020-12-05,Saturday,MAIN DRAW,14938588.30,3,10,13,21,27,45,23,1843391,77771534-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3849,3849,2020-12-09,Wednesday,MAIN DRAW,17913673.30,10,11,14,19,27,39,40,2375637,85710529-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3850,3850,2020-12-12,Saturday,MAIN DRAW,21747986.70,27,28,29,36,46,48,49,4870063,56340476-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3851,3851,2020-12-16,Wednesday,MAIN DRAW,25094953.00,10,12,20,25,31,34,42,3226582,64673358-12,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3852,3852,2020-12-19,Saturday,MAIN DRAW,28936318.10,1,8,10,11,17,35,41,5844579,35054049-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3853,3853,2020-12-23,Wednesday,MAIN DRAW,5000000.00,7,15,24,31,33,34,3,2125546,90494190-01;05324009-01;31734297-01;35808556-01;40276290-01;40914379-04;41009869-01;41166743-01;41212671-02;41445795-01;41447350-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3854,3854,2020-12-26,Saturday,MAIN DRAW,6406287.70,21,26,28,33,34,42,43,5886478,05387878-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3855,3855,2020-12-30,Wednesday,MAIN DRAW,9342568.90,7,14,30,32,38,45,6,1622840,39680765-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3856,3856,2021-01-02,Saturday,MAIN DRAW,5000000.00,16,17,20,42,47,49,40,6742909,06065890-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3857,3857,2021-01-06,Wednesday,MAIN DRAW,6000000.00,15,23,30,31,32,42,48,2337075,61060800-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3858,3858,2021-01-09,Saturday,MAIN DRAW,8730601.00,4,8,18,24,31,32,40,2666405,46079074-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3859,3859,2021-01-13,Wednesday,MAIN DRAW,5000000.00,20,27,28,37,38,39,9,1211559,46870268-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3860,3860,2021-01-16,Saturday,MAIN DRAW,5000000.00,9,10,21,28,35,43,34,2892052,48396220-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3861,3861,2021-01-20,Wednesday,MAIN DRAW,6000000.00,2,5,18,23,29,47,45,1859548,72709529-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3862,3862,2021-01-23,Saturday,MAIN DRAW,8493122.80,5,17,21,29,41,43,46,1816093,08396754-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3863,3863,2021-01-27,Wednesday,MAIN DRAW,5000000.00,12,17,23,36,44,49,32,4049146,30790085-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3864,3864,2021-01-30,Saturday,MAIN DRAW,6000000.00,3,23,26,35,42,44,32,2919267,08844113-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3865,3865,2021-02-03,Wednesday,MAIN DRAW,8776778.50,20,21,26,30,35,41,47,5695289,53232030-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3866,3866,2021-02-06,Saturday,MAIN DRAW,12022027.40,6,11,12,26,28,38,47,5027215,54116891-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3867,3867,2021-02-10,Wednesday,MAIN DRAW,15035008.70,4,14,22,26,45,48,20,2718789,69446859-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3868,3868,2021-02-13,Saturday,MAIN DRAW,5000000.00,16,17,27,40,41,45,38,1955818,39669677-01;10295770-01;10346411-01;10364961-01;10529029-01;20105593-07;37166625-01;38738021-02;56330847-02;56443656-01;56641905-01;56765892-01;57261997-02;57279040-02;61127669-01;65304683-03;68143119-01;75933860-01;82846785-01;83476625-01;83564389-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3869,3869,2021-02-17,Wednesday,MAIN DRAW,5000000.00,7,16,18,43,45,48,14,1289324,72875890-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3870,3870,2021-02-20,Saturday,MAIN DRAW,6000000.00,2,14,15,21,29,46,7,2156539,71679774-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3871,3871,2021-02-24,Wednesday,MAIN DRAW,8631498.00,11,36,37,38,39,45,10,4065701,40500253-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3872,3872,2021-02-27,Saturday,MAIN DRAW,12204576.80,11,15,16,20,46,49,17,4159494,41134179-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3873,3873,2021-03-03,Wednesday,MAIN DRAW,15323835.00,3,11,33,34,36,43,42,6619509,42537602-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3874,3874,2021-03-06,Saturday,MAIN DRAW,20000000.00,2,14,18,21,26,48,19,1456401,12861767-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3875,3875,2021-03-10,Wednesday,MAIN DRAW,23062615.20,30,31,35,36,43,48,28,4676881,32535569-13,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3876,3876,2021-03-13,Saturday,MAIN DRAW,27146339.50,15,24,27,29,42,49,18,6123708,71962573-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3877,3877,2021-03-17,Wednesday,MAIN DRAW,5000000.00,4,9,13,25,44,49,3,5793681,48280962-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3878,3878,2021-03-20,Saturday,MAIN DRAW,6000000.00,9,16,25,36,39,43,49,4623027,71978115-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3879,3879,2021-03-24,Wednesday,MAIN DRAW,5000000.00,3,4,27,43,45,48,44,1634300,14891179-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3880,3880,2021-03-27,Saturday,MAIN DRAW,6551908.00,15,16,17,30,36,40,34,5182983,52254715-01;14813252-01;15363419-01;15392476-02;21298769-01;51678674-02;52035891-02;52060255-01;52138045-01;64307673-01;94401526-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3881,3881,2021-03-31,Wednesday,MAIN DRAW,9308411.70,3,7,8,12,37,40,41,2063329,23002429-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3882,3882,2021-04-03,Saturday,MAIN DRAW,12766681.10,12,13,19,35,42,47,28,2145912,25646029-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3883,3883,2021-04-07,Wednesday,MAIN DRAW,15981791.40,23,31,34,38,39,41,12,1011838,63523832-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3884,3884,2021-04-10,Saturday,MAIN DRAW,19472212.00,5,16,19,24,28,34,4,5762810,56430884-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3885,3885,2021-04-14,Wednesday,MAIN DRAW,22802554.60,4,6,12,23,36,47,18,5518431,58078104-07,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3886,3886,2021-04-17,Saturday,MAIN DRAW,5000000.00,7,13,32,38,39,48,23,2286082,72282405-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3887,3887,2021-04-21,Wednesday,MAIN DRAW,6000000.00,15,18,23,32,38,47,19,2337658,59777689-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3888,3888,2021-04-24,Saturday,MAIN DRAW,8792246.30,14,18,27,33,34,39,49,6468605,59879222-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3889,3889,2021-04-28,Wednesday,MAIN DRAW,11966090.00,6,11,20,22,34,49,42,1326767,42562471-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3890,3890,2021-05-01,Saturday,MAIN DRAW,15661218.20,10,15,21,30,32,38,24,1134554,82579514-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3891,3891,2021-05-05,Wednesday,MAIN DRAW,18937874.80,5,22,23,26,43,46,4,5467456,75464847-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3892,3892,2021-05-08,Saturday,MAIN DRAW,23543013.10,25,28,36,38,41,49,20,1035486,20310429-03;00001426-03;19785626-01;19969371-01;20229657-01;21904813-02;22851765-02;23326793-02;23614769-02;23862933-01;24004437-02;45308165-01;45317213-05;45558973-01;45797903-02;45842922-02;45944233-05;45965789-01;46265515-02;46520262-01;46597782-03;46659286-01;46761747-02;77767905-01;84479789-01;85024729-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3893,3893,2021-05-12,Wednesday,MAIN DRAW,27505450.30,30,35,39,42,46,48,38,1590398,73580047-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3894,3894,2021-05-15,Saturday,MAIN DRAW,5000000.00,3,6,12,28,39,46,5,1704433,68207749-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3895,3895,2021-05-19,Wednesday,MAIN DRAW,6000000.00,12,21,25,40,42,49,45,4596378,01146538-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3896,3896,2021-05-22,Saturday,MAIN DRAW,8874166.80,7,13,14,34,37,45,29,6429015,29817797-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3897,3897,2021-05-26,Wednesday,MAIN DRAW,5000000.00,7,10,20,38,45,49,26,2553921,51847400-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3898,3898,2021-05-29,Saturday,MAIN DRAW,6000000.00,11,18,19,27,34,46,42,4046089,89735682-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3899,3899,2021-06-02,Wednesday,MAIN DRAW,5000000.00,1,13,22,32,33,39,48,5457261,02420064-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3900,3900,2021-06-05,Saturday,MAIN DRAW,5000000.00,13,15,22,42,45,46,14,6356939,65236610-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3901,3901,2021-06-09,Wednesday,MAIN DRAW,6087190.80,1,3,15,26,28,39,10,2486525,56851028-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3902,3902,2021-06-12,Saturday,MAIN DRAW,9440109.40,11,20,22,33,41,49,34,2080415,57748363-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3903,3903,2021-06-16,Wednesday,MAIN DRAW,5000000.00,16,23,32,33,37,45,3,5905020,58655422-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3904,3904,2021-06-19,Saturday,MAIN DRAW,6000000.00,13,15,17,25,34,45,5,6730800,65982338-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3905,3905,2021-06-23,Wednesday,MAIN DRAW,5000000.00,9,17,20,22,34,40,48,4459677,04705315-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3906,3906,2021-06-26,Saturday,MAIN DRAW,6000000.00,15,27,36,37,43,49,7,2532570,42644744-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3907,3907,2021-06-30,Wednesday,MAIN DRAW,8413621.70,9,10,13,26,28,30,36,3710169,43052310-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3908,3908,2021-07-03,Saturday,MAIN DRAW,11610401.30,4,7,10,31,33,38,23,2948866,44086523-01;05708726-02;05824753-01;05856552-01;29733793-01;30727541-01;31284361-03;31804317-02;44356630-01;44493028-01;44773831-01;44848917-01;44958156-01;61999510-03;62383463-02;64144047-03;68868518-04;69060130-01;71620822-02;77269696-01;97945962-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3909,3909,2021-07-07,Wednesday,MAIN DRAW,14771004.40,11,16,21,26,42,45,22,3899587,46351895-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3910,3910,2021-07-10,Saturday,MAIN DRAW,18680003.80,4,5,18,28,35,42,2,5479775,06752211-01;34190893-01;34194885-02;34601589-03;35502553-01;35599565-02;46510530-01;46794153-01;46796773-07;46908020-01;47062548-01;47098313-01;47118261-02;47273346-01;47447428-02;47511501-02;47627382-01;62470064-02;69678676-01;77909314-02;80324561-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3911,3911,2021-07-14,Wednesday,MAIN DRAW,5000000.00,2,9,19,23,26,30,10,2827957,48224805-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3912,3912,2021-07-17,Saturday,MAIN DRAW,6000000.00,22,24,28,35,37,45,49,2476957,74244701-01;07350311-01;07361618-01;07587771-01;07633789-01;38302429-01;38937449-01;38954813-01;48728286-01;48980161-01;48981500-01;49271624-05;49476618-01;49484002-01;49602941-02;49623430-01;62560033-01;70662535-01;71862825-01;74340115-02;81702997-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3913,3913,2021-07-21,Wednesday,MAIN DRAW,5000000.00,2,4,15,20,35,45,10,2118695,05455028-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3914,3914,2021-07-24,Saturday,MAIN DRAW,6000000.00,1,5,7,19,37,45,35,5432389,69729304-01;08126568-01;08180147-01;21460145-01;22175813-01;22497053-02;51127853-02;51242002-01;51467050-01;51661160-01;51675668-01;51699551-01;51720990-01;51784861-01;51944362-01;52046872-01;60787455-01;62646153-02;64398486-05;66348611-01;66361272-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3915,3915,2021-07-28,Wednesday,MAIN DRAW,5000000.00,1,4,10,14,32,39,19,1432959,08578460-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3916,3916,2021-07-31,Saturday,MAIN DRAW,6000000.00,7,30,37,43,47,49,20,6927974,53314773-01;23774693-01;24249081-01;32756789-01;48986149-01;52263367-01;53266012-01;53734056-01;53762644-01;53781980-01;54093635-01;54129881-02;54163363-01;54181543-03;54232285-01;64045913-02;66367600-01;67363503-03;73419032-01;77454935-01;84854901-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3917,3917,2021-08-04,Wednesday,MAIN DRAW,8664204.20,3,8,21,38,42,49,27,5664750,86019553-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3918,3918,2021-08-07,Saturday,MAIN DRAW,11873483.20,10,13,15,22,29,46,3,6246168,55479362-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3919,3919,2021-08-11,Wednesday,MAIN DRAW,14868291.10,12,15,25,40,44,45,31,6116170,57420359-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3920,3920,2021-08-14,Saturday,MAIN DRAW,20000000.00,3,8,11,34,40,47,4,4718873,58828380-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3921,3921,2021-08-18,Wednesday,MAIN DRAW,5000000.00,7,8,28,30,32,42,33,5957731,32815331-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3922,3922,2021-08-21,Saturday,MAIN DRAW,6000000.00,2,9,15,21,38,46,36,3199989,70094920-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3923,3923,2021-08-25,Wednesday,MAIN DRAW,8054088.10,1,16,34,37,41,48,21,6814582,41414037-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3924,3924,2021-08-28,Saturday,MAIN DRAW,10990458.70,6,8,9,12,19,26,43,3271253,77100499-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3925,3925,2021-09-01,Wednesday,MAIN DRAW,5000000.00,3,4,14,18,19,42,43,3908546,43896058-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3926,3926,2021-09-04,Saturday,MAIN DRAW,6000000.00,6,13,18,19,29,49,2,4165784,63136536-01;12417299-03;12425571-01;12434623-02;20100245-03;20399157-02;21201665-02;21223053-05;21305857-01;21344865-01;21647033-02;39673049-01;43932633-01;44318760-01;44503416-02;44505604-01;44618671-01;44695830-01;44769933-08;61846158-01;64750820-01;66831020-01;68230890-01;70205682-02;74601407-02;92538517-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3927,3927,2021-09-08,Wednesday,MAIN DRAW,8328376.50,2,7,10,16,28,36,41,2062335,12733599-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3928,3928,2021-09-11,Saturday,MAIN DRAW,11575431.40,15,18,31,33,34,41,45,6337414,24198381-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3929,3929,2021-09-15,Wednesday,MAIN DRAW,14322622.10,7,11,14,15,27,41,49,1961534,48098702-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3930,3930,2021-09-18,Saturday,MAIN DRAW,17813114.40,9,26,29,36,40,41,27,6245716,63214404-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3931,3931,2021-09-22,Wednesday,MAIN DRAW,21185218.10,5,14,19,30,38,40,27,3568943,14361704-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3932,3932,2021-09-25,Saturday,MAIN DRAW,5000000.00,3,8,10,35,46,48,17,5755846,73816822-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3933,3933,2021-09-29,Wednesday,MAIN DRAW,6000000.00,3,5,38,39,41,48,28,6347655,68663493-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3934,3934,2021-10-02,Saturday,MAIN DRAW,8732690.50,8,17,18,19,48,49,26,5369192,35450601-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3935,3935,2021-10-06,Wednesday,MAIN DRAW,11580839.80,7,18,19,38,42,46,31,3924677,15608585-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3936,3936,2021-10-09,Saturday,MAIN DRAW,5000000.00,1,11,19,27,28,38,8,2645238,37557009-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3937,3937,2021-10-13,Wednesday,MAIN DRAW,6000000.00,2,7,8,11,19,27,24,5486102,16455240-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3938,3938,2021-10-16,Saturday,MAIN DRAW,7419046.50,5,10,11,33,44,47,20,4942174,57898576-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3939,3939,2021-10-20,Wednesday,MAIN DRAW,10255029.70,6,9,34,35,48,49,41,6548994,58952116-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3940,3940,2021-10-23,Saturday,MAIN DRAW,5000000.00,1,3,9,40,42,44,46,5866997,40703105-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3941,3941,2021-10-27,Wednesday,MAIN DRAW,6000000.00,3,9,14,36,40,46,41,1387542,69625061-10,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3942,3942,2021-10-30,Saturday,MAIN DRAW,7889880.90,3,5,7,23,42,46,15,3872285,63440754-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3943,3943,2021-11-03,Wednesday,MAIN DRAW,10632311.90,9,20,27,35,37,43,3,6895701,67260581-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3944,3944,2021-11-06,Saturday,MAIN DRAW,13834285.10,14,16,28,39,41,47,37,4113702,63249874-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3945,3945,2021-11-10,Wednesday,MAIN DRAW,16511291.40,2,7,18,19,23,25,43,3129286,31085475-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3946,3946,2021-11-13,Saturday,MAIN DRAW,5000000.00,5,6,7,18,25,37,24,6633781,19675243-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3947,3947,2021-11-17,Wednesday,MAIN DRAW,6000000.00,3,4,18,23,27,28,38,5913686,47545966-74,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3948,3948,2021-11-20,Saturday,MAIN DRAW,7520900.70,15,25,26,29,42,43,22,3724072,00125792-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3949,3949,2021-11-24,Wednesday,MAIN DRAW,5000000.00,10,11,18,20,35,48,39,6550291,74608833-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3950,3950,2021-11-27,Saturday,MAIN DRAW,5000000.00,6,7,14,23,35,41,11,2715441,51236095-01;38593945-03;38717029-02;39241705-01;50677630-03;50711882-04;51016779-14;51048829-03;51191446-02;51221375-01;51318194-02;51327252-01;63502704-01;65690461-07;69186177-07;71875912-02;71948531-08;74343016-01;76000938-02;92588517-01;93332977-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3951,3951,2021-12-01,Wednesday,MAIN DRAW,6000000.00,14,17,27,34,36,42,8,3836816,01349941-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3952,3952,2021-12-04,Saturday,MAIN DRAW,8838895.20,5,11,15,28,31,47,19,5111183,53377722-02,
