game,source,source_url,draw_number,draw_date,draw_day,main_draw_label,jackpot_amount,main_1,main_2,main_3,main_4,main_5,main_6,bonus_number,extra_number,secondary_numbers,secondary_ball_result
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3700,3700,2019-07-06,Saturday,MAIN DRAW,5000000.00,10,28,38,39,40,43,45,3414475,58211022-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3701,3701,2019-07-10,Wednesday,MAIN DRAW,7000000.00,7,15,22,28,43,49,45,5405901,58572430-01;15148773-01;39302541-03;39464937-01;39690309-01;57827693-03;58261494-01;58538138-01;58634513-01;58859366-01;59003383-01;59108327-01;59120843-01;59273369-03;59360759-01;59385913-01;59502961-02;66516989-01;69250205-01;86640437-01;86832049-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3702,3702,2019-07-13,Saturday,MAIN DRAW,5000000.00,5,11,12,33,37,45,2,5236096,70849164-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3703,3703,2019-07-17,Wednesday,MAIN DRAW,7000000.00,21,24,33,36,41,42,3,1396846,65578606-01;15756459-01;23179649-01;23590237-01;30178681-02;40701214-02;41000428-04;41059751-01;41068361-01;41127423-01;41304502-01;41330583-01;41464275-02;61667275-02;66258158-01;67232792-01;68140666-01;74587367-02;75523747-01;76737393-01;76882270-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3704,3704,2019-07-20,Saturday,MAIN DRAW,9136367.30,4,21,30,41,44,46,5,2090498,42402066-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3705,3705,2019-07-24,Wednesday,MAIN DRAW,5000000.00,2,8,10,18,37,48,29,2662022,72455348-01;15113975-05;16422188-01;16533974-01;25383633-01;25464677-01;25682094-01;25790090-03;26442609-02;42881858-01;42942282-01;43006952-01;43505604-01;43618459-03;56848431-06;64759468-01;68240953-02;71052861-01;75537366-01;78097969-01;90164258-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3706,3706,2019-07-27,Saturday,MAIN DRAW,7000000.00,1,3,5,34,38,43,49,6026816,44736816-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3707,3707,2019-07-31,Wednesday,MAIN DRAW,9000000.00,2,11,19,35,39,48,17,5261701,68276293-01;17094944-01;24484981-02;27549913-01;29792992-01;29825897-01;29860641-01;40972237-01;45205365-01;45242439-01;45385666-07;45761006-01;45808738-01;46004179-05;46019379-01;63114750-01;66963271-03;68319768-01;72576599-01;76573214-01;77110115-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3708,3708,2019-08-03,Saturday,MAIN DRAW,5000000.00,4,14,17,22,26,46,47,6503203,74803482-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3709,3709,2019-08-07,Wednesday,MAIN DRAW,7000000.00,5,8,9,19,28,31,18,5261819,33006501-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3710,3710,2019-08-10,Saturday,MAIN DRAW,5000000.00,2,3,20,33,48,49,32,5210110,23407793-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3711,3711,2019-08-14,Wednesday,MAIN DRAW,7000000.00,9,14,18,31,32,41,38,6148641,71266026-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3712,3712,2019-08-17,Saturday,MAIN DRAW,9000000.00,4,31,34,39,41,48,43,1553735,65147086-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3713,3713,2019-08-21,Wednesday,MAIN DRAW,5000000.00,2,17,24,25,40,43,16,1219999,51598259-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3714,3714,2019-08-24,Saturday,MAIN DRAW,5000000.00,3,7,8,14,20,24,31,4923864,19143465-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3715,3715,2019-08-28,Wednesday,MAIN DRAW,7000000.00,1,10,18,39,43,47,26,3240547,35297725-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3716,3716,2019-08-31,Saturday,MAIN DRAW,9000000.00,2,21,22,24,48,49,23,2100182,55059987-02,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-04,3717,2019-09-04,Wednesday,MAIN DRAW,,1,4,5,17,21,29,46,,63932976-01,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-07,3718,2019-09-07,Saturday,MAIN DRAW,,25,28,37,38,42,48,34,,55483327-01,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-11,3719,2019-09-11,Wednesday,MAIN DRAW,,2,4,27,36,45,49,41,,57544963-06,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-14,3720,2019-09-14,Saturday,MAIN DRAW,,6,13,28,29,35,43,25,,65909547-01,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-18,3721,2019-09-18,Wednesday,MAIN DRAW,,3,10,15,23,45,47,9,,67614832-01,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-21,3722,2019-09-21,Saturday,MAIN DRAW,,1,2,4,32,38,39,21,,41516925-03,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-25,3723,2019-09-25,Wednesday,MAIN DRAW,,16,25,28,29,39,47,17,,41725682-01,
Lotto 649,PlayNow BCLC official (fallback),https://www.playnow.com/services2/lotto/draw/six49/2019-09-28,3724,2019-09-28,Saturday,MAIN DRAW,,1,4,5,7,21,40,41,,43438418-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3725,3725,2019-10-02,Wednesday,MAIN DRAW,17829417.80,20,28,29,41,45,46,27,6044393,44735642-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3726,3726,2019-10-05,Saturday,MAIN DRAW,21819060.50,14,15,35,38,42,46,12,5069801,71985859-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3727,3727,2019-10-09,Wednesday,MAIN DRAW,25470952.30,5,14,18,33,40,44,16,3621397,20945289-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3728,3728,2019-10-12,Saturday,MAIN DRAW,5000000.00,13,16,25,32,33,41,2,5661664,48265596-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3729,3729,2019-10-16,Wednesday,MAIN DRAW,7000000.00,2,4,9,24,44,45,18,3563783,23680205-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3730,3730,2019-10-19,Saturday,MAIN DRAW,5000000.00,2,16,28,47,48,49,35,3413624,25911293-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3731,3731,2019-10-23,Wednesday,MAIN DRAW,5000000.00,11,13,24,28,40,46,44,6680093,51684258-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3732,3732,2019-10-26,Saturday,MAIN DRAW,7000000.00,4,12,15,26,43,44,2,2768901,52321235-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3733,3733,2019-10-30,Wednesday,MAIN DRAW,9000000.00,23,30,33,34,41,45,31,4760235,53778445-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3734,3734,2019-11-02,Saturday,MAIN DRAW,11596803.20,8,16,19,20,39,43,28,5985300,31622397-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3735,3735,2019-11-06,Wednesday,MAIN DRAW,14555764.60,6,8,13,14,35,40,26,2647447,55662605-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3736,3736,2019-11-09,Saturday,MAIN DRAW,18172994.70,12,31,36,37,46,49,43,3438347,35051857-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3737,3737,2019-11-13,Wednesday,MAIN DRAW,5000000.00,1,19,31,44,46,49,3,1205398,58608492-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3738,3738,2019-11-16,Saturday,MAIN DRAW,7000000.00,2,3,4,11,27,47,17,2420561,66567178-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3739,3739,2019-11-20,Wednesday,MAIN DRAW,9000000.00,4,20,29,30,36,45,22,4429211,07302711-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3740,3740,2019-11-23,Saturday,MAIN DRAW,11000000.00,16,19,24,29,31,36,8,5054816,07632682-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3741,3741,2019-11-27,Wednesday,MAIN DRAW,14000318.30,13,15,16,20,39,42,27,6852708,08065921-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3742,3742,2019-11-30,Saturday,MAIN DRAW,17613060.20,1,8,18,24,30,45,13,5647581,08364377-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3743,3743,2019-12-04,Wednesday,MAIN DRAW,5000000.00,2,3,4,10,21,43,19,3101682,65935774-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3744,3744,2019-12-07,Saturday,MAIN DRAW,5000000.00,18,32,36,37,38,45,13,5210445,45486483-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3745,3745,2019-12-11,Wednesday,MAIN DRAW,7000000.00,7,17,21,34,47,48,27,2805529,46494894-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3746,3746,2019-12-14,Saturday,MAIN DRAW,9000000.00,9,12,17,23,41,44,3,1683592,47473361-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3747,3747,2019-12-18,Wednesday,MAIN DRAW,5000000.00,18,22,25,36,38,44,8,5505571,49358197-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3748,3748,2019-12-21,Saturday,MAIN DRAW,7000000.00,16,18,19,45,47,48,21,2046908,34234289-01;49550703-07;50228146-02;70278998-01;84320874-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3749,3749,2019-12-25,Wednesday,MAIN DRAW,10036742.30,17,24,28,33,36,45,48,6631958,51294147-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3750,3750,2019-12-28,Saturday,MAIN DRAW,13136228.50,2,4,12,18,29,41,30,6962388,74425747-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3751,3751,2020-01-01,Wednesday,MAIN DRAW,16467012.80,11,23,30,35,39,43,34,6237762,54101351-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3752,3752,2020-01-04,Saturday,MAIN DRAW,21114260.30,23,24,36,42,45,46,21,4928671,70501598-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3753,3753,2020-01-08,Wednesday,MAIN DRAW,25127625.50,2,5,19,44,48,49,24,6588063,57492285-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3754,3754,2020-01-11,Saturday,MAIN DRAW,5000000.00,2,3,7,18,24,26,6,3334749,58805014-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3755,3755,2020-01-15,Wednesday,MAIN DRAW,5000000.00,1,17,23,25,26,34,24,5309074,74681189-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3756,3756,2020-01-18,Saturday,MAIN DRAW,7000000.00,2,5,10,18,26,30,36,4450804,73473960-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3757,3757,2020-01-22,Wednesday,MAIN DRAW,5000000.00,2,10,27,30,39,43,21,2649160,67947621-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3758,3758,2020-01-25,Saturday,MAIN DRAW,7000000.00,8,20,21,30,32,48,31,6149143,32953477-20,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3759,3759,2020-01-29,Wednesday,MAIN DRAW,9000000.00,3,14,16,23,41,43,29,1382810,43830294-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3760,3760,2020-02-01,Saturday,MAIN DRAW,5000000.00,13,21,35,40,45,48,47,5770199,35174378-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3761,3761,2020-02-05,Wednesday,MAIN DRAW,7000000.00,1,3,6,24,29,45,48,1014476,73502460-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3762,3762,2020-02-08,Saturday,MAIN DRAW,9053760.30,8,28,30,39,41,43,45,5095550,62880273-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3763,3763,2020-02-12,Wednesday,MAIN DRAW,5000000.00,16,20,24,33,36,47,4,4441972,42075755-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3764,3764,2020-02-15,Saturday,MAIN DRAW,5000000.00,7,8,11,23,27,30,3,6770909,16352232-28;16100678-01;21392609-01;21445273-01;21748917-01;48847783-01;48943982-06;49243263-01;49894971-01;64620895-01;71368688-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3765,3765,2020-02-19,Wednesday,MAIN DRAW,7000000.00,5,6,13,23,44,49,40,4782333,50683900-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3766,3766,2020-02-22,Saturday,MAIN DRAW,5000000.00,2,7,26,33,46,48,25,1672770,51645166-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3767,3767,2020-02-26,Wednesday,MAIN DRAW,5000000.00,8,25,34,35,36,38,5,6787195,77589276-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3768,3768,2020-02-29,Saturday,MAIN DRAW,7000000.00,6,12,15,18,31,46,13,5067812,54279270-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3769,3769,2020-03-04,Wednesday,MAIN DRAW,9000000.00,6,8,15,24,38,41,31,6030686,55315229-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3770,3770,2020-03-07,Saturday,MAIN DRAW,11436313.10,5,8,13,27,34,46,39,5342182,18163897-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3771,3771,2020-03-11,Wednesday,MAIN DRAW,5000000.00,5,24,32,37,43,44,23,5838646,18540998-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3772,3772,2020-03-14,Saturday,MAIN DRAW,7000000.00,1,2,23,27,31,32,43,2524873,58629232-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3773,3773,2020-03-18,Wednesday,MAIN DRAW,9000000.00,7,8,9,12,14,36,28,6901582,19117903-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3774,3774,2020-03-21,Saturday,MAIN DRAW,5000000.00,6,11,22,36,37,45,10,5657915,70095471-06,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3775,3775,2020-03-25,Wednesday,MAIN DRAW,7000000.00,3,19,31,38,45,47,48,4424206,84632029-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3776,3776,2020-03-28,Saturday,MAIN DRAW,8000000.00,2,7,21,30,33,46,27,6722518,19775533-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3777,3777,2020-04-01,Wednesday,MAIN DRAW,9000000.00,4,6,10,13,25,49,41,1257139,43687567-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3778,3778,2020-04-04,Saturday,MAIN DRAW,10245369.20,19,29,34,35,44,45,10,2144805,42308400-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3779,3779,2020-04-08,Wednesday,MAIN DRAW,12308036.50,9,13,21,23,30,32,15,2862542,44132389-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3780,3780,2020-04-11,Saturday,MAIN DRAW,14566148.60,10,14,17,32,35,42,26,3755828,00872589-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3781,3781,2020-04-15,Wednesday,MAIN DRAW,16460052.50,1,3,7,13,22,47,30,1305569,45562641-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3782,3782,2020-04-18,Saturday,MAIN DRAW,5000000.00,1,10,23,32,46,48,36,5423287,27734817-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3783,3783,2020-04-22,Wednesday,MAIN DRAW,6000000.00,9,10,11,14,15,28,36,4588468,47245593-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3784,3784,2020-04-25,Saturday,MAIN DRAW,5000000.00,6,10,11,22,32,48,17,4107756,47897673-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3785,3785,2020-04-29,Wednesday,MAIN DRAW,6000000.00,6,17,21,30,40,41,27,6353533,48883589-08,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3786,3786,2020-05-02,Saturday,MAIN DRAW,7000000.00,15,18,26,34,43,45,42,5969468,33246213-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3787,3787,2020-05-06,Wednesday,MAIN DRAW,8145957.10,6,29,34,36,45,49,3,5749324,50726830-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3788,3788,2020-05-09,Saturday,MAIN DRAW,10670690.10,13,14,15,35,45,47,9,2233237,74192718-07,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3789,3789,2020-05-13,Wednesday,MAIN DRAW,13030158.50,3,10,21,35,38,48,28,2355237,51289453-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3790,3790,2020-05-16,Saturday,MAIN DRAW,15764479.20,1,6,7,14,26,48,49,3759141,53519319-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3791,3791,2020-05-20,Wednesday,MAIN DRAW,18371412.00,8,23,25,34,37,47,4,3920494,54899367-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3792,3792,2020-05-23,Saturday,MAIN DRAW,21441799.20,4,25,27,28,35,44,9,3305239,39703621-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3793,3793,2020-05-27,Wednesday,MAIN DRAW,24369459.00,7,17,18,22,28,34,1,1648627,69399370-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3794,3794,2020-05-30,Saturday,MAIN DRAW,5000000.00,11,17,27,28,30,43,35,6832146,57810616-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3795,3795,2020-06-03,Wednesday,MAIN DRAW,6000000.00,2,15,20,22,29,39,13,5026507,58454517-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3796,3796,2020-06-06,Saturday,MAIN DRAW,5000000.00,6,22,38,45,48,49,2,3533349,78203913-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3797,3797,2020-06-10,Wednesday,MAIN DRAW,6000000.00,3,13,25,33,34,45,14,2328371,40783534-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3798,3798,2020-06-13,Saturday,MAIN DRAW,7541677.40,3,31,34,38,45,48,12,4521052,05902446-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3799,3799,2020-06-17,Wednesday,MAIN DRAW,10044913.80,5,10,18,29,32,48,6,4685335,06218531-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3800,3800,2020-06-20,Saturday,MAIN DRAW,13102902.50,14,22,29,36,48,49,19,5508018,06507467-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3801,3801,2020-06-24,Wednesday,MAIN DRAW,16058552.50,6,16,23,39,47,48,33,2487875,44283224-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3802,3802,2020-06-27,Saturday,MAIN DRAW,5000000.00,1,13,14,24,36,44,7,6537116,45398913-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3803,3803,2020-07-01,Wednesday,MAIN DRAW,6000000.00,1,12,27,30,34,49,35,5694067,07380836-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3804,3804,2020-07-04,Saturday,MAIN DRAW,5000000.00,15,20,27,34,38,42,47,3193061,07794016-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3805,3805,2020-07-08,Wednesday,MAIN DRAW,6000000.00,11,26,28,35,37,47,8,3256271,48050528-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3806,3806,2020-07-11,Saturday,MAIN DRAW,8274617.10,16,22,31,36,43,44,46,5916454,48265848-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3807,3807,2020-07-15,Wednesday,MAIN DRAW,10857697.80,5,7,17,22,43,44,14,4911328,49801859-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3808,3808,2020-07-18,Saturday,MAIN DRAW,14041111.30,5,23,37,40,44,45,47,3870676,51284897-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3809,3809,2020-07-22,Wednesday,MAIN DRAW,17078167.40,5,14,19,42,46,47,8,6115412,27257541-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3810,3810,2020-07-25,Saturday,MAIN DRAW,5000000.00,6,21,34,44,45,48,33,5011143,53138972-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3811,3811,2020-07-29,Wednesday,MAIN DRAW,5000000.00,1,11,17,19,22,45,14,1957824,54781042-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3812,3812,2020-08-01,Saturday,MAIN DRAW,6000000.00,12,13,17,22,39,40,25,5101333,69679688-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3813,3813,2020-08-05,Wednesday,MAIN DRAW,8026323.70,3,14,23,30,38,43,24,6840731,33418145-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3814,3814,2020-08-08,Saturday,MAIN DRAW,11170115.20,1,20,21,23,40,46,28,3807462,57161266-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3815,3815,2020-08-12,Wednesday,MAIN DRAW,14387584.30,16,24,27,43,48,49,39,3910154,11657438-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3816,3816,2020-08-15,Saturday,MAIN DRAW,17405149.00,6,7,11,18,22,43,9,5421494,40106294-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3817,3817,2020-08-19,Wednesday,MAIN DRAW,5000000.00,2,17,32,37,39,42,9,5652531,77774953-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3818,3818,2020-08-22,Saturday,MAIN DRAW,6000000.00,19,25,34,36,40,43,32,2831457,10227212-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3819,3819,2020-08-26,Wednesday,MAIN DRAW,5000000.00,6,8,20,23,35,39,11,4942036,21949829-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3820,3820,2020-08-29,Saturday,MAIN DRAW,6000000.00,3,13,21,24,29,40,35,2063224,43982014-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3821,3821,2020-09-02,Wednesday,MAIN DRAW,7995393.10,1,5,15,23,25,31,40,3023310,77778557-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3822,3822,2020-09-05,Saturday,MAIN DRAW,11226615.50,1,8,10,33,34,38,4,6004728,70024238-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3823,3823,2020-09-09,Wednesday,MAIN DRAW,14205509.90,3,5,9,19,29,37,42,2361921,47262881-01,
